ID;NOTA1;NOTA2;NOTA3;NOTA4;MEDIA;SITUACAO;CONCEITO
1507;3;9;1;2;3;RE;INS
1508;5;6;3;5;4;RE;INS
1509;5;5;2;7;4;RE;INS
1510;7;10;10;8;8;AP;BOM
1511;0;9;0;4;3;RE;INS
1512;10;0;10;6;6;AP;REG
1513;6;1;0;10;4;RE;INS
1514;3;9;2;2;4;RE;INS
1515;10;0;9;2;5;AP;REG
1516;1;10;3;4;4;RE;INS
1517;9;3;2;8;5;AP;REG
1518;10;7;2;6;6;AP;REG
1519;7;3;8;6;6;AP;REG
1520;7;4;8;3;5;AP;REG
1521;4;4;6;0;3;RE;INS
1522;3;6;10;4;5;AP;REG
1523;7;7;10;3;6;AP;REG
1524;10;1;8;10;7;AP;BOM
1525;7;3;5;8;5;AP;REG
1526;1;2;7;9;4;RE;INS
1527;10;4;5;2;5;AP;REG
1528;5;8;10;6;7;AP;BOM
1529;0;7;3;6;4;RE;INS
1530;5;5;6;3;4;RE;INS
1531;6;5;5;7;5;AP;REG
1532;7;4;9;6;6;AP;REG
1533;0;10;3;3;4;RE;INS
1534;0;1;10;9;5;AP;REG
1535;4;3;8;2;4;RE;INS
1536;9;5;10;9;8;AP;BOM
1537;4;1;4;9;4;RE;INS
1538;4;3;6;2;3;RE;INS
1539;4;5;6;8;5;AP;REG
1540;5;0;10;5;5;AP;REG
1541;6;3;7;8;6;AP;REG
1542;2;1;10;0;3;RE;INS
1543;5;5;8;3;5;AP;REG
1544;5;2;10;6;5;AP;REG
1545;7;1;7;8;5;AP;REG
1546;5;9;7;1;5;AP;REG
1547;0;2;6;3;2;RE;INS
1548;7;2;3;9;5;AP;REG
1549;6;8;9;10;8;AP;BOM
1550;10;5;3;6;6;AP;REG
1551;8;1;1;2;3;RE;INS
1552;1;9;7;1;4;RE;INS
1553;0;3;4;0;1;RE;INS
1554;7;7;4;5;5;AP;REG
1555;5;0;8;10;5;AP;REG
1556;1;1;2;4;2;RE;INS
1557;9;8;10;6;8;AP;BOM
1558;10;4;7;2;5;AP;REG
1559;3;0;7;3;3;RE;INS
1560;4;10;4;2;5;AP;REG
1561;0;9;1;6;4;RE;INS
1562;4;2;9;5;5;AP;REG
1563;5;9;0;7;5;AP;REG
1564;6;7;0;10;5;AP;REG
1565;6;0;4;5;3;RE;INS
1566;8;8;10;9;8;AP;BOM
1567;5;6;2;7;5;AP;REG
1568;1;9;7;1;4;RE;INS
1569;2;3;7;10;5;AP;REG
1570;3;4;7;9;5;AP;REG
1571;7;10;10;6;8;AP;BOM
1572;3;10;5;7;6;AP;REG
1573;7;1;1;1;2;RE;INS
1574;1;0;10;6;4;RE;INS
1575;1;10;8;10;7;AP;BOM
1576;6;0;6;8;5;AP;REG
1577;4;4;5;1;3;RE;INS
1578;9;0;8;9;6;AP;REG
1579;4;6;0;5;3;RE;INS
1580;1;4;6;5;4;RE;INS
1581;10;10;9;10;9;AP;EXC
1582;8;5;9;2;6;AP;REG
1583;6;9;1;10;6;AP;REG
1584;4;0;0;9;3;RE;INS
1585;9;9;10;7;8;AP;BOM
1586;1;10;1;4;4;RE;INS
1587;6;0;7;0;3;RE;INS
1588;5;2;0;6;3;RE;INS
1589;7;10;7;7;7;AP;BOM
1590;4;3;9;0;4;RE;INS
1591;1;5;10;9;6;AP;REG
1592;3;2;0;4;2;RE;INS
1593;4;8;6;10;7;AP;BOM
1594;8;1;8;4;5;AP;REG
1595;7;6;4;4;5;AP;REG
1596;8;4;4;10;6;AP;REG
1597;2;5;4;0;2;RE;INS
1598;5;0;2;9;4;RE;INS
1599;0;2;6;0;2;RE;INS
1600;3;0;5;7;3;RE;INS
1601;0;4;4;10;4;RE;INS
1602;7;10;4;0;5;AP;REG
1603;0;3;6;8;4;RE;INS
1604;9;8;1;3;5;AP;REG
1605;1;9;9;5;6;AP;REG
1606;4;4;2;8;4;RE;INS
1607;5;10;2;8;6;AP;REG
1608;0;7;10;10;6;AP;REG
1609;0;0;9;3;3;RE;INS
1610;8;4;9;0;5;AP;REG
1611;5;9;2;1;4;RE;INS
1612;6;1;3;2;3;RE;INS
1613;3;7;2;0;3;RE;INS
1614;1;3;3;2;2;RE;INS
1615;7;4;7;5;5;AP;REG
1616;4;1;5;7;4;RE;INS
1617;0;4;6;10;5;AP;REG
1618;9;1;0;1;2;RE;INS
1619;5;4;9;1;4;RE;INS
1620;10;1;4;0;3;RE;INS
1621;4;1;5;1;2;RE;INS
1622;1;9;5;1;4;RE;INS
1623;5;3;0;4;3;RE;INS
1624;9;4;7;5;6;AP;REG
1625;2;3;4;1;2;RE;INS
1626;6;2;7;10;6;AP;REG
1627;3;9;8;7;6;AP;REG
1628;7;5;10;1;5;AP;REG
1629;6;9;4;10;7;AP;BOM
1630;3;0;6;5;3;RE;INS
1631;8;4;1;0;3;RE;INS
1632;7;0;8;5;5;AP;REG
1633;0;8;4;6;4;RE;INS
1634;6;5;0;3;3;RE;INS
1635;6;5;5;3;4;RE;INS
1636;5;2;2;10;4;RE;INS
1637;0;10;0;2;3;RE;INS
1638;7;8;7;5;6;AP;REG
1639;4;5;7;1;4;RE;INS
1640;7;1;0;9;4;RE;INS
1641;5;9;4;3;5;AP;REG
1642;0;8;8;6;5;AP;REG
1643;5;5;1;0;2;RE;INS
1644;6;9;1;9;6;AP;REG
1645;4;3;4;10;5;AP;REG
1646;8;8;0;10;6;AP;REG
1647;3;3;8;0;3;RE;INS
1648;10;3;7;7;6;AP;REG
1649;6;9;2;8;6;AP;REG
1650;0;1;2;10;3;RE;INS
1651;8;6;4;10;7;AP;BOM
1652;3;4;8;6;5;AP;REG
1653;5;6;4;7;5;AP;REG
1654;2;2;4;9;4;RE;INS
1655;10;1;8;5;6;AP;REG
1656;4;9;9;8;7;AP;BOM
1657;2;4;10;8;6;AP;REG
1658;8;5;9;1;5;AP;REG
1659;6;6;0;7;4;RE;INS
1660;2;4;7;8;5;AP;REG
1661;1;3;7;9;5;AP;REG
1662;2;2;7;4;3;RE;INS
1663;4;10;6;4;6;AP;REG
1664;6;2;7;6;5;AP;REG
1665;8;10;9;8;8;AP;BOM
1666;5;7;6;4;5;AP;REG
1667;0;1;6;6;3;RE;INS
1668;2;8;4;1;3;RE;INS
1669;4;3;9;7;5;AP;REG
1670;4;10;7;3;6;AP;REG
1671;7;9;3;10;7;AP;BOM
1672;9;5;4;0;4;RE;INS
1673;6;5;1;1;3;RE;INS
1674;9;2;4;2;4;RE;INS
1675;1;5;10;9;6;AP;REG
1676;10;5;6;4;6;AP;REG
1677;0;9;1;4;3;RE;INS
1678;6;7;5;9;6;AP;REG
1679;3;1;4;1;2;RE;INS
1680;6;1;5;6;4;RE;INS
1681;0;10;9;7;6;AP;REG
1682;4;7;8;6;6;AP;REG
1683;4;9;7;4;6;AP;REG
1684;0;6;6;1;3;RE;INS
1685;0;4;6;8;4;RE;INS
1686;9;1;1;9;5;AP;REG
1687;0;6;3;4;3;RE;INS
1688;7;4;10;6;6;AP;REG
1689;4;8;9;3;6;AP;REG
1690;6;1;3;6;4;RE;INS
1691;6;2;2;0;2;RE;INS
1692;0;3;10;2;3;RE;INS
1693;3;3;6;3;3;RE;INS
1694;10;8;4;9;7;AP;BOM
1695;7;3;2;3;3;RE;INS
1696;0;6;6;1;3;RE;INS
1697;9;4;5;4;5;AP;REG
1698;5;9;1;5;5;AP;REG
1699;7;7;9;7;7;AP;BOM
1700;6;5;8;10;7;AP;BOM
1701;10;6;8;8;8;AP;BOM
1702;0;10;0;3;3;RE;INS
1703;6;0;7;9;5;AP;REG
1704;5;5;8;8;6;AP;REG
1705;4;0;2;1;1;RE;INS
1706;6;7;5;10;7;AP;BOM
1707;9;8;7;10;8;AP;BOM
1708;4;3;4;1;3;RE;INS
1709;2;4;7;9;5;AP;REG
1710;8;7;7;6;7;AP;BOM
1711;3;3;8;8;5;AP;REG
1712;2;5;4;10;5;AP;REG
1713;1;0;5;4;2;RE;INS
1714;3;6;7;8;6;AP;REG
1715;7;0;6;8;5;AP;REG
1716;9;8;10;1;7;AP;BOM
1717;4;10;3;5;5;AP;REG
1718;3;10;7;8;7;AP;BOM
1719;1;5;2;6;3;RE;INS
1720;2;8;1;7;4;RE;INS
1721;4;0;3;5;3;RE;INS
1722;7;5;9;1;5;AP;REG
1723;3;4;6;6;4;RE;INS
1724;3;3;8;2;4;RE;INS
1725;9;4;3;5;5;AP;REG
1726;10;3;5;1;4;RE;INS
1727;3;8;0;0;2;RE;INS
1728;6;6;2;0;3;RE;INS
1729;1;7;6;7;5;AP;REG
1730;1;5;3;10;4;RE;INS
1731;4;2;3;5;3;RE;INS
1732;1;3;9;0;3;RE;INS
1733;5;9;6;5;6;AP;REG
1734;1;2;2;6;2;RE;INS
1735;5;1;2;0;2;RE;INS
1736;6;4;5;9;6;AP;REG
1737;4;3;3;10;5;AP;REG
1738;7;4;0;10;5;AP;REG
1739;4;2;7;6;4;RE;INS
1740;10;10;8;7;8;AP;BOM
1741;1;10;3;8;5;AP;REG
1742;6;6;4;10;6;AP;REG
1743;0;2;3;10;3;RE;INS
1744;9;1;10;10;7;AP;BOM
1745;3;2;1;4;2;RE;INS
1746;0;8;3;5;4;RE;INS
1747;6;8;1;9;6;AP;REG
1748;3;1;10;4;4;RE;INS
1749;10;5;7;7;7;AP;BOM
1750;7;5;6;0;4;RE;INS
1751;0;9;3;5;4;RE;INS
1752;9;5;2;10;6;AP;REG
1753;4;0;4;9;4;RE;INS
1754;8;8;5;5;6;AP;REG
1755;3;1;2;6;3;RE;INS
1756;4;4;0;2;2;RE;INS
1757;6;10;1;3;5;AP;REG
1758;9;10;0;9;7;AP;BOM
1759;0;5;3;4;3;RE;INS
1760;2;7;0;2;2;RE;INS
1761;8;10;5;3;6;AP;REG
1762;9;2;2;10;5;AP;REG
1763;6;1;0;3;2;RE;INS
1764;1;5;5;7;4;RE;INS
1765;2;10;5;9;6;AP;REG
1766;2;8;2;4;4;RE;INS
1767;9;1;7;5;5;AP;REG
1768;10;4;8;0;5;AP;REG
1769;2;8;2;4;4;RE;INS
1770;5;0;10;5;5;AP;REG
1771;0;2;5;1;2;RE;INS
1772;3;7;3;7;5;AP;REG
1773;8;2;10;2;5;AP;REG
1774;4;3;1;10;4;RE;INS
1775;3;10;7;5;6;AP;REG
1776;7;6;6;1;5;AP;REG
1777;4;2;3;2;2;RE;INS
1778;0;1;7;3;2;RE;INS
1779;10;5;1;3;4;RE;INS
1780;9;6;0;5;5;AP;REG
1781;10;6;7;1;6;AP;REG
1782;2;10;8;9;7;AP;BOM
1783;10;10;2;5;6;AP;REG
1784;4;8;7;5;6;AP;REG
1785;4;9;10;0;5;AP;REG
1786;10;3;0;6;4;RE;INS
1787;7;10;8;3;7;AP;BOM
1788;5;0;8;7;5;AP;REG
1789;2;8;8;5;5;AP;REG
1790;3;6;9;8;6;AP;REG
1791;7;10;3;0;5;AP;REG
1792;10;0;6;2;4;RE;INS
1793;8;10;6;4;7;AP;BOM
1794;5;3;1;4;3;RE;INS
1795;1;5;0;6;3;RE;INS
1796;0;5;4;6;3;RE;INS
1797;5;5;9;8;6;AP;REG
1798;3;3;10;3;4;RE;INS
1799;6;2;5;7;5;AP;REG
1800;7;6;8;7;7;AP;BOM
1801;3;8;8;10;7;AP;BOM
1802;5;1;5;6;4;RE;INS
1803;8;0;9;9;6;AP;REG
1804;9;6;1;2;4;RE;INS
1805;2;3;1;7;3;RE;INS
1806;4;8;5;3;5;AP;REG
1807;0;7;0;0;1;RE;INS
1808;7;7;10;10;8;AP;BOM
1809;3;7;7;8;6;AP;REG
1810;0;5;0;7;3;RE;INS
1811;7;7;1;4;4;RE;INS
1812;2;9;10;4;6;AP;REG
1813;1;4;5;9;4;RE;INS
1814;0;8;8;1;4;RE;INS
1815;3;5;5;5;4;RE;INS
1816;4;1;10;8;5;AP;REG
1817;1;7;8;1;4;RE;INS
1818;10;1;8;10;7;AP;BOM
1819;9;5;8;4;6;AP;REG
1820;8;7;9;2;6;AP;REG
1821;7;6;2;5;5;AP;REG
1822;10;7;1;3;5;AP;REG
1823;0;8;6;9;5;AP;REG
1824;9;0;2;4;3;RE;INS
1825;7;2;1;1;2;RE;INS
1826;8;10;3;6;6;AP;REG
1827;9;2;5;2;4;RE;INS
1828;4;4;6;4;4;RE;INS
1829;7;1;7;5;5;AP;REG
1830;0;5;0;1;1;RE;INS
1831;4;1;0;1;1;RE;INS
1832;6;2;3;9;5;AP;REG
1833;1;8;2;3;3;RE;INS
1834;6;10;2;9;6;AP;REG
1835;9;2;5;7;5;AP;REG
1836;1;0;10;1;3;RE;INS
1837;7;4;5;5;5;AP;REG
1838;0;6;9;4;4;RE;INS
1839;3;10;9;10;8;AP;BOM
1840;9;4;1;5;4;RE;INS
1841;6;2;3;10;5;AP;REG
1842;10;2;5;9;6;AP;REG
1843;6;3;4;6;4;RE;INS
1844;3;1;9;5;4;RE;INS
1845;8;7;2;4;5;AP;REG
1846;3;10;5;1;4;RE;INS
1847;6;8;6;2;5;AP;REG
1848;2;2;4;1;2;RE;INS
1849;0;8;9;8;6;AP;REG
1850;10;3;5;5;5;AP;REG
1851;7;2;4;8;5;AP;REG
1852;10;9;7;6;8;AP;BOM
1853;0;0;3;4;1;RE;INS
1854;8;5;2;0;3;RE;INS
1855;10;6;9;2;6;AP;REG
1856;1;4;4;0;2;RE;INS
1857;9;2;1;1;3;RE;INS
1858;8;7;0;5;5;AP;REG
1859;7;7;1;4;4;RE;INS
1860;9;2;3;9;5;AP;REG
1861;1;10;9;7;6;AP;REG
1862;6;10;5;10;7;AP;BOM
1863;8;7;9;9;8;AP;BOM
1864;3;9;0;3;3;RE;INS
1865;6;2;4;4;4;RE;INS
1866;10;6;2;9;6;AP;REG
1867;7;9;9;1;6;AP;REG
1868;8;10;10;7;8;AP;BOM
1869;1;9;5;6;5;AP;REG
1870;1;2;3;6;3;RE;INS
1871;8;9;1;8;6;AP;REG
1872;6;1;2;2;2;RE;INS
1873;3;7;5;8;5;AP;REG
1874;2;10;3;4;4;RE;INS
1875;8;9;3;6;6;AP;REG
1876;1;7;1;1;2;RE;INS
1877;8;2;0;2;3;RE;INS
1878;5;1;6;8;5;AP;REG
1879;2;0;9;8;4;RE;INS
1880;1;3;8;6;4;RE;INS
1881;3;0;1;0;1;RE;INS
1882;6;3;8;6;5;AP;REG
1883;8;1;3;9;5;AP;REG
1884;10;6;8;7;7;AP;BOM
1885;7;9;5;8;7;AP;BOM
1886;4;6;4;9;5;AP;REG
1887;10;4;0;0;3;RE;INS
1888;10;4;7;1;5;AP;REG
1889;4;8;6;6;6;AP;REG
1890;4;5;7;1;4;RE;INS
1891;0;10;6;4;5;AP;REG
1892;6;6;3;9;6;AP;REG
1893;7;0;4;1;3;RE;INS
1894;3;3;0;3;2;RE;INS
1895;5;3;5;0;3;RE;INS
1896;6;4;7;4;5;AP;REG
1897;7;3;8;10;7;AP;BOM
1898;4;2;10;8;6;AP;REG
1899;4;7;8;2;5;AP;REG
1900;9;3;10;10;8;AP;BOM
1901;2;5;8;9;6;AP;REG
1902;1;1;5;10;4;RE;INS
1903;0;3;7;0;2;RE;INS
1904;4;9;10;9;8;AP;BOM
1905;0;0;3;0;0;RE;INS
1906;7;0;9;2;4;RE;INS
1907;3;9;2;9;5;AP;REG
1908;3;7;1;7;4;RE;INS
1909;10;5;8;3;6;AP;REG
1910;5;3;0;1;2;RE;INS
1911;3;9;3;0;3;RE;INS
1912;10;0;3;10;5;AP;REG
1913;9;3;6;10;7;AP;BOM
1914;6;5;6;7;6;AP;REG
1915;6;2;8;4;5;AP;REG
1916;6;7;3;5;5;AP;REG
1917;8;7;4;4;5;AP;REG
1918;7;3;0;7;4;RE;INS
1919;0;8;7;1;4;RE;INS
1920;10;5;5;3;5;AP;REG
1921;2;8;6;4;5;AP;REG
1922;7;3;1;7;4;RE;INS
1923;6;10;2;1;4;RE;INS
1924;5;9;10;8;8;AP;BOM
1925;4;8;6;5;5;AP;REG
1926;9;8;3;1;5;AP;REG
1927;7;9;1;5;5;AP;REG
1928;9;9;8;2;7;AP;BOM
1929;1;9;9;10;7;AP;BOM
1930;4;8;7;6;6;AP;REG
1931;9;4;9;7;7;AP;BOM
1932;7;6;0;1;3;RE;INS
1933;6;8;4;9;6;AP;REG
1934;2;8;3;4;4;RE;INS
1935;8;2;4;9;5;AP;REG
1936;4;5;2;7;4;RE;INS
1937;7;5;8;1;5;AP;REG
1938;7;9;3;9;7;AP;BOM
1939;1;9;8;2;5;AP;REG
1940;5;2;7;6;5;AP;REG
1941;0;8;10;2;5;AP;REG
1942;2;1;2;10;3;RE;INS
1943;9;2;4;3;4;RE;INS
1944;4;9;10;6;7;AP;BOM
1945;3;1;6;4;3;RE;INS
1946;9;5;5;7;6;AP;REG
1947;2;9;10;7;7;AP;BOM
1948;8;3;5;10;6;AP;REG
1949;4;9;10;9;8;AP;BOM
1950;9;9;10;3;7;AP;BOM
1951;6;8;2;0;4;RE;INS
1952;8;6;6;2;5;AP;REG
1953;2;0;3;4;2;RE;INS
1954;10;5;6;1;5;AP;REG
1955;9;5;7;2;5;AP;REG
1956;7;2;0;5;3;RE;INS
1957;3;9;9;4;6;AP;REG
1958;0;1;7;9;4;RE;INS
1959;1;7;8;4;5;AP;REG
1960;6;6;5;2;4;RE;INS
1961;0;3;10;4;4;RE;INS
1962;8;0;3;10;5;AP;REG
1963;2;10;2;0;3;RE;INS
1964;4;8;2;1;3;RE;INS
1965;3;3;9;9;6;AP;REG
1966;10;9;2;6;6;AP;REG
1967;2;2;7;6;4;RE;INS
1968;7;4;0;5;4;RE;INS
1969;10;9;6;1;6;AP;REG
1970;10;3;6;5;6;AP;REG
1971;6;1;8;7;5;AP;REG
1972;3;8;1;3;3;RE;INS
1973;0;8;1;0;2;RE;INS
1974;10;3;3;3;4;RE;INS
1975;6;4;4;8;5;AP;REG
1976;1;8;4;2;3;RE;INS
1977;5;3;1;2;2;RE;INS
1978;8;8;10;1;6;AP;REG
1979;6;7;2;6;5;AP;REG
1980;10;3;5;1;4;RE;INS
1981;3;4;6;5;4;RE;INS
1982;8;8;6;7;7;AP;BOM
1983;7;10;5;6;7;AP;BOM
1984;8;4;2;7;5;AP;REG
1985;10;10;6;3;7;AP;BOM
1986;3;8;5;3;4;RE;INS
1987;7;0;4;7;4;RE;INS
1988;6;3;5;1;3;RE;INS
1989;7;3;4;4;4;RE;INS
1990;5;1;8;4;4;RE;INS
1991;6;4;1;6;4;RE;INS
1992;7;8;10;6;7;AP;BOM
1993;1;7;3;9;5;AP;REG
1994;3;10;10;10;8;AP;BOM
1995;0;0;5;0;1;RE;INS
1996;8;0;10;1;4;RE;INS
1997;6;7;7;8;7;AP;BOM
1998;8;10;3;7;7;AP;BOM
1999;8;7;4;7;6;AP;REG
2000;10;1;10;2;5;AP;REG
2001;8;6;4;0;4;RE;INS
2002;4;3;0;7;3;RE;INS
2003;4;0;1;3;2;RE;INS
2004;1;8;9;6;6;AP;REG
2005;4;2;7;2;3;RE;INS
2006;5;2;9;1;4;RE;INS
2007;6;0;7;3;4;RE;INS
2008;9;8;0;0;4;RE;INS
2009;3;2;5;4;3;RE;INS
2010;0;5;6;8;4;RE;INS
2011;5;6;1;3;3;RE;INS
2012;3;0;0;0;0;RE;INS
2013;6;8;1;10;6;AP;REG
2014;1;9;4;6;5;AP;REG
2015;7;8;4;8;6;AP;REG
2016;1;7;9;7;6;AP;REG
2017;2;3;1;8;3;RE;INS
2018;8;6;3;3;5;AP;REG
2019;1;0;7;8;4;RE;INS
2020;5;7;2;7;5;AP;REG
2021;8;4;3;4;4;RE;INS
2022;5;8;10;3;6;AP;REG
2023;9;4;5;2;5;AP;REG
2024;7;0;4;8;4;RE;INS
2025;5;9;0;6;5;AP;REG
2026;8;6;9;9;8;AP;BOM
2027;2;7;5;0;3;RE;INS
2028;2;5;4;9;5;AP;REG
2029;10;4;8;9;7;AP;BOM
2030;6;9;5;10;7;AP;BOM
2031;9;4;7;9;7;AP;BOM
2032;10;1;2;4;4;RE;INS
2033;9;10;3;7;7;AP;BOM
2034;7;8;6;3;6;AP;REG
2035;0;7;1;0;2;RE;INS
2036;10;9;5;0;6;AP;REG
2037;4;7;1;5;4;RE;INS
2038;2;0;9;1;3;RE;INS
2039;10;3;4;6;5;AP;REG
2040;2;6;2;9;4;RE;INS
2041;3;1;10;5;4;RE;INS
2042;6;7;0;8;5;AP;REG
2043;8;10;8;1;6;AP;REG
2044;6;8;1;10;6;AP;REG
2045;8;3;5;2;4;RE;INS
2046;6;8;9;8;7;AP;BOM
2047;10;3;5;7;6;AP;REG
2048;8;2;3;9;5;AP;REG
2049;4;5;4;2;3;RE;INS
2050;6;3;7;8;6;AP;REG
2051;0;5;3;9;4;RE;INS
2052;4;0;9;7;5;AP;REG
2053;6;10;1;2;4;RE;INS
2054;2;6;1;3;3;RE;INS
2055;3;2;0;10;3;RE;INS
2056;6;9;3;5;5;AP;REG
2057;8;8;0;10;6;AP;REG
2058;3;4;5;6;4;RE;INS
2059;3;7;3;10;5;AP;REG
2060;0;9;9;1;4;RE;INS
2061;8;10;6;2;6;AP;REG
2062;2;8;1;3;3;RE;INS
2063;7;10;9;5;7;AP;BOM
2064;1;7;8;9;6;AP;REG
2065;1;6;10;5;5;AP;REG
2066;8;8;2;6;6;AP;REG
2067;3;7;7;8;6;AP;REG
2068;8;8;10;10;9;AP;EXC
2069;7;4;4;9;6;AP;REG
2070;2;3;1;1;1;RE;INS
2071;1;4;4;1;2;RE;INS
2072;2;8;3;5;4;RE;INS
2073;2;10;4;0;4;RE;INS
2074;0;2;7;7;4;RE;INS
2075;4;1;10;3;4;RE;INS
2076;5;5;8;10;7;AP;BOM
2077;9;5;2;8;6;AP;REG
2078;2;4;1;10;4;RE;INS
2079;4;10;8;7;7;AP;BOM
2080;3;0;2;6;2;RE;INS
2081;0;4;10;7;5;AP;REG
2082;9;7;4;9;7;AP;BOM
2083;2;10;5;9;6;AP;REG
2084;4;4;8;10;6;AP;REG
2085;3;4;2;10;4;RE;INS
2086;0;7;1;7;3;RE;INS
2087;7;10;1;6;6;AP;REG
2088;10;2;8;8;7;AP;BOM
2089;5;9;4;10;7;AP;BOM
2090;0;4;10;0;3;RE;INS
2091;1;4;7;3;3;RE;INS
2092;9;1;6;7;5;AP;REG
2093;7;0;10;8;6;AP;REG
2094;5;5;7;5;5;AP;REG
2095;4;3;4;2;3;RE;INS
2096;6;4;7;4;5;AP;REG
2097;10;5;5;1;5;AP;REG
2098;7;4;2;0;3;RE;INS
2099;9;7;9;5;7;AP;BOM
2100;1;8;10;0;4;RE;INS
2101;1;0;6;10;4;RE;INS
2102;5;6;1;5;4;RE;INS
2103;5;5;0;10;5;AP;REG
2104;4;10;3;2;4;RE;INS
2105;7;5;8;6;6;AP;REG
2106;7;6;10;5;7;AP;BOM
2107;1;2;3;10;4;RE;INS
2108;5;5;5;8;5;AP;REG
2109;1;5;0;4;2;RE;INS
2110;2;8;9;0;4;RE;INS
2111;0;5;8;4;4;RE;INS
2112;1;10;6;6;5;AP;REG
2113;2;7;0;4;3;RE;INS
2114;9;4;10;7;7;AP;BOM
2115;4;2;2;4;3;RE;INS
2116;1;0;4;1;1;RE;INS
2117;0;3;9;5;4;RE;INS
2118;5;6;4;9;6;AP;REG
2119;10;9;2;4;6;AP;REG
2120;4;0;7;10;5;AP;REG
2121;10;2;4;7;5;AP;REG
2122;3;6;1;6;4;RE;INS
2123;6;2;7;3;4;RE;INS
2124;5;8;2;3;4;RE;INS
2125;5;9;2;6;5;AP;REG
2126;0;10;5;5;5;AP;REG
2127;8;8;7;6;7;AP;BOM
2128;4;7;0;9;5;AP;REG
2129;1;5;10;6;5;AP;REG
2130;7;2;5;4;4;RE;INS
2131;9;6;0;10;6;AP;REG
2132;9;8;10;2;7;AP;BOM
2133;4;2;6;3;3;RE;INS
2134;10;2;10;5;6;AP;REG
2135;2;3;10;9;6;AP;REG
2136;1;5;5;1;3;RE;INS
2137;3;0;4;9;4;RE;INS
2138;2;1;6;1;2;RE;INS
2139;6;4;10;10;7;AP;BOM
2140;0;0;4;7;2;RE;INS
2141;1;6;0;2;2;RE;INS
2142;0;9;3;4;4;RE;INS
2143;3;5;8;1;4;RE;INS
2144;3;6;2;9;5;AP;REG
2145;2;0;8;5;3;RE;INS
2146;5;8;2;7;5;AP;REG
2147;4;7;1;1;3;RE;INS
2148;7;9;7;0;5;AP;REG
2149;8;10;2;0;5;AP;REG
2150;4;8;3;2;4;RE;INS
2151;1;7;1;7;4;RE;INS
2152;4;1;5;8;4;RE;INS
2153;9;8;1;5;5;AP;REG
2154;1;8;1;6;4;RE;INS
2155;1;6;5;0;3;RE;INS
2156;9;1;4;8;5;AP;REG
2157;10;0;9;2;5;AP;REG
2158;8;3;2;4;4;RE;INS
2159;4;2;7;4;4;RE;INS
2160;7;5;7;8;6;AP;REG
2161;9;0;8;1;4;RE;INS
2162;4;4;10;5;5;AP;REG
2163;4;3;5;4;4;RE;INS
2164;4;9;3;8;6;AP;REG
2165;9;5;1;10;6;AP;REG
2166;0;8;7;6;5;AP;REG
2167;3;7;2;9;5;AP;REG
2168;1;0;3;1;1;RE;INS
2169;7;9;10;8;8;AP;BOM
2170;3;3;10;4;5;AP;REG
2171;8;4;5;9;6;AP;REG
2172;4;4;6;10;6;AP;REG
2173;6;8;7;5;6;AP;REG
2174;7;7;0;6;5;AP;REG
2175;10;8;4;2;6;AP;REG
2176;8;9;1;0;4;RE;INS
2177;10;2;3;1;4;RE;INS
2178;8;7;5;8;7;AP;BOM
2179;3;2;9;4;4;RE;INS
2180;10;2;1;0;3;RE;INS
2181;0;6;9;3;4;RE;INS
2182;1;9;9;9;7;AP;BOM
2183;6;2;7;9;6;AP;REG
2184;5;8;4;1;4;RE;INS
2185;6;4;5;10;6;AP;REG
2186;5;4;5;7;5;AP;REG
2187;10;5;1;10;6;AP;REG
2188;3;8;5;9;6;AP;REG
2189;1;4;10;5;5;AP;REG
2190;5;9;1;0;3;RE;INS
2191;7;2;4;5;4;RE;INS
2192;3;0;8;1;3;RE;INS
2193;4;3;10;1;4;RE;INS
2194;2;2;1;0;1;RE;INS
2195;4;8;3;8;5;AP;REG
2196;7;5;4;3;4;RE;INS
2197;7;9;3;4;5;AP;REG
2198;6;3;4;10;5;AP;REG
2199;7;10;8;7;8;AP;BOM
2200;5;9;6;5;6;AP;REG
2201;10;6;1;8;6;AP;REG
2202;8;5;7;9;7;AP;BOM
2203;0;4;0;2;1;RE;INS
2204;7;2;9;2;5;AP;REG
2205;8;4;7;0;4;RE;INS
2206;4;7;3;7;5;AP;REG
2207;5;8;8;10;7;AP;BOM
2208;2;4;10;0;4;RE;INS
2209;6;1;0;1;2;RE;INS
2210;1;8;0;0;2;RE;INS
2211;3;1;9;9;5;AP;REG
2212;8;4;2;0;3;RE;INS
2213;9;4;1;0;3;RE;INS
2214;8;10;4;10;8;AP;BOM
2215;7;9;0;8;6;AP;REG
2216;7;7;5;6;6;AP;REG
2217;0;1;0;1;0;RE;INS
2218;2;0;5;6;3;RE;INS
2219;5;1;2;8;4;RE;INS
2220;3;2;6;6;4;RE;INS
2221;4;10;9;9;8;AP;BOM
2222;9;10;8;9;9;AP;EXC
2223;3;2;0;0;1;RE;INS
2224;9;5;1;7;5;AP;REG
2225;10;10;1;7;7;AP;BOM
2226;2;0;10;2;3;RE;INS
2227;0;0;5;0;1;RE;INS
2228;4;8;5;1;4;RE;INS
2229;1;0;7;0;2;RE;INS
2230;5;5;4;4;4;RE;INS
2231;2;2;0;7;2;RE;INS
2232;3;3;3;9;4;RE;INS
2233;9;6;1;3;4;RE;INS
2234;7;8;3;9;6;AP;REG
2235;9;4;2;6;5;AP;REG
